hprd|gene_symbol|nuc_acc|pro_acc|entrez|omim|swissprot|name|synonyms
00254|CAPN2|NM_001748.3|NP_001739.1|824|114230|P17655|Calpain 2|CANPL2,
00255|CAPN3|NM_000070.2|NP_000061.1|825|114240|P20807|Calpain 3|CANP3,CANPL3,NCL1,
00256|CASQ2|NM_001232.2|NP_001223.2|845|114251|O14958|Calsequestrin 2|-
00257|CD52|NM_001803.2|NP_001794.2|1043|114280|P31358|CD52|CDW52,HE5,
00258|NUP214|NM_005085.2|NP_005076.3|8021|114350|P35658|NUP214|CAIN,CAN,
00259|CNR1|NM_016083.3|NP_057167.2|1268|114610|P21554|Cannabinoid receptor 1|CNR,
00260|CA3|NM_005181.2|NP_005172.1|761|114750|P07451|Carbonic anhydrase III|-
00261|CA4|NM_000717.2|NP_000708.1|762|114760|P22748|Carbonic anhydrase IV|-
00262|CA5A|NM_001739.1|NP_001730.1|763|114761|P35218|Carbonic anhydrase V|CA5,
00263|CA7|NM_005182.2|NP_005173.1|766|114770|P43166|Carbonic anhydrase VII|-
00264|CA6|NM_001215.2|NP_001206.2|765|114780|P23280|Carbonic anhydrase VI|-
00265|CA1|NM_001738.1|NP_001729.1|759|114800|P00915|Carbonic anhydrase I|-
00266|CA8|NM_004056.4|NP_004047.3|767|114815|P35219|Carbonic anhydrase VIII|CALS,
00267|CBR1|NM_001757.2|NP_001748.1|873|114830|P16152|Carbonyl reductase 1|CBR,CRN,
00268|CES1|NM_001025195.1|NP_001020366.1|1066|114835|P23141|Carboxylesterase 1|CES2,SES1,
00269|CPA1|NM_001868.1|NP_001859.1|1357|114850|P15085|Carboxypeptidase A1|CPA,
00270|CPA3|NM_001870.1|NP_001861.1|1359|114851|P15088|Carboxypeptidase A3|-
00271|CPB1|NM_001871.2|NP_001862.2|1360|114852|P15086|Carboxypeptidase B1|CPB,PCPB,
00272|CPE|NM_001873.1|NP_001864.1|1363|114855|P16870|Carboxypeptidase E|-
00273|CPM|NM_001874.3|NP_001865.1|1368|114860|P14384|Carboxypeptidase M|-
00274|CEACAM5|NM_004363.2|NP_004354.2|1048|114890|P06731|Carcinoembryonic antigen-related cell adhesion molecule 5|CEA,
00275|HAPLN1|NM_001884.2|NP_001875.1|1404|115435|P10915|Cartilage link protein|CRTL1,
00276|MATN1|NM_002379.2|NP_002370.1|4146|115437|P21941|Matrilin 1|CMP,CRTM,
00277|CSNK2A1|NM_001895.3|NP_001886.1|1457|115440|P68400|Casein kinase II, alpha 1|CK2A1,
00278|CSNK2B|NM_001320.5|NP_001311.3|1460|115441|P67870|Casein kinase II, beta|CK2N,G5A,
00279|CSNK2A2|NM_001896.2|NP_001887.1|1459|115442|P19784|Casein kinase II, alpha 2|CK2A2,
00280|CSN1S1|NM_001890.1|NP_001881.1|1446|115450|P47710|Casein alpha s1|CASA,CSN1,
00281|CSN2|NM_001891.1|NP_001882.1|1447|115460|P05814|Casein beta|CASB,
00282|CAT|NM_001752.2|NP_001743.1|847|115500|P04040|Catalase|-
00283|TYRP1|NM_000550.1|NP_000541.1|7306|115501|P17643|Tyrosinase related protein 1|CAS2,TYRP,TYRRP,
00284|COMT|NM_000754.2|NP_000745.1|1312|116790|P21964|Catechol-O-methyltransferase|-
00285|CTNNA1|NM_001903.2|NP_001894.2|1495|116805|P35221|Catenin alpha 1|-
00286|CTNNB1|NM_001904.3|NP_001895.1|1499|116806|P35222|Catenin beta|CTNNB,
00287|CTSB|NM_147780.2|NP_680090.1|1508|116810|P07858|Cathepsin B|CPSB,
00288|CTSH|NM_004390.3|NP_004381.2|1512|116820|P09668|Cathepsin H|CPSB,
00289|CTSG|NM_001911.2|NP_001902.1|1511|116830|P08311|Cathepsin G|-
00290|GZMH|NM_033423.3|NP_219491.1|2999|116831|P20718|Granzyme H|CGL2,CTSGL2,
00291|CTSD|NM_001909.3|NP_001900.1|1509|116840|P07339|Cathepsin D|CPSD,
00292|CTSS|NM_004079.3|NP_004070.3|1520|116845|P25774|Cathepsin S|-
00293|CTSL1|NM_001912.3|NP_001903.1|1514|116880|P07711|Cathepsin L|CTSL,
00294|CTSE|NM_001910.2|NP_001901.1|1510|116890|P14091|Cathepsin E|-
00295|CUTL1|NM_181552.2|NP_853530.2|1523|116896|P39880|Cut like 1|-
00296|CEBPA|NM_004364.2|NP_004355.2|1050|116897|P49715|C/EBP alpha|-
00297|CEBPD|NM_005195.3|NP_005186.2|1052|116898|P49716|CCAAT/enhancer binding delta|-
00298|CDKN1A|NM_078467.1|NP_510867.1|1026|116899|P38936|Cyclin dependent kinase inhibitor 1A|CAP20,CDKN1,CIP1,MDA6,PIC1,SDI1,WAF1,
00299|CKS1B|NM_001826.1|NP_001817.1|1163|116900|P61024|Cdc28 protein kinase 1B|CKS1,
00300|CKS2|NM_001827.1|NP_001818.1|1164|116901|P33552|Cdc2 associated protein CKS2|-
00301|NCAM1|NM_181351.3|NP_851996.2|4684|116930|P13591|Neural cell adhesion molecule 1|NCAM,
00302|CDC2|NM_001786.2|NP_001777.1|983|116940|P06493|CDC2|-
00303|MCM2|NM_004526.2|NP_004517.2|4171|116945|P49736|MCM2 minichromosome maintenance deficient 2, mitotin|BM28,CCNL1,CDCL1,KIAA0030,
00304|CDC27|NM_001256.2|NP_001247.2|996|116946|P30260|Anaphase promoting complex, subunit 3|D0S1430E,D17S978E,
00305|CDC25A|NM_001789.2|NP_001780.2|993|116947|P30304|CDC 25A|-
00306|CDC34|NM_004359.1|NP_004350.1|997|116948|P49427|Cell division cycle 34|UBE2R1,
00307|CDC25B|NM_021873.2|NP_068659.1|994|116949|P30305|CDC 25B|CDC25HU2,
00309|CDC42|NM_001791.3|NP_001782.1|998|116952|P60953|CDC42|-
00310|CDK2|NM_001798.2|NP_001789.2|1017|116953|P24941|Cyclin dependent kinase 2|-
00311|CNBP|NM_003418.2|NP_003409.1|7555|116955|P62633|Zinc finger protein 9|RNF163,ZNF9,
00312|RBL1|NM_002895.2|NP_002886.2|5933|116957|P28749|Retinoblastoma like 1|-
00313|CENPA|NM_001809.3|NP_001800.1|1058|117139|P49450|Centromeric protein a|-
00314|CENPB|NM_001810.5|NP_001801.1|1059|117140|P07199|Centromeric protein b|-
00315|CENPC1|NM_001812.2|NP_001803.2|1060|117141|Q03188|Centromeric protein c1|CENPC,ICEN7,
00316|CENPE|NM_001813.2|NP_001804.2|1062|117143|Q02224|Centromeric protein E|-
00317|CP|NM_000096.2|NP_000087.1|1356|117700|P00450|Ceruloplasmin|-
00318|HSPD1|NM_002156.4|NP_002147.2|3329|118190|P10809|Heat shock 60 KD protein 1 (chaperonin)|HSP60,
00319|CHN1|NM_001822.3|NP_001813.1|1123|118423|P15882|Chimerin 1|ARHGAP2,CHN,
00320|CLCN1|NM_000083.2|NP_000074.2|1180|118425|P35523|Chloride channel 1|CLC1,
00321|CCK|NM_000729.3|NP_000720.1|885|118440|P06307|Cholecystokinin|-
00322|CCKAR|NM_000730.2|NP_000721.1|886|118444|P32238|Cholecystokinin A receptor|CCKRA,
00323|CCKBR|NM_176875.2|NP_795344.1|887|118445|P32239|Cholecystokinin B receptor|CCKRB,
00324|CYP7A1|NM_000780.2|NP_000771.1|1581|118455|P22680|Cytochrome P450 subfamily VIIA polypeptide 1|CYP7,
00325|CETP|NM_000078.1|NP_000069.1|1071|118470|P11597|Lipid transfer protein I|-
00326|CYP11A1|NM_000781.1|NP_000772.1|1583|118485|P05108|Cytochrome P450, subfamily XIA|CYP11A,
00327|CHKA|NM_001277.2|NP_001268.2|1119|118491|P35790|Choline kinase|CHK,CKI,
00328|CHRM2|NM_000739.2|NP_000730.1|1129|118493|P08172|Cholinergic receptor, muscarinic 2|-
00329|CHRM3|NM_000740.2|NP_000731.1|1131|118494|P20309|Cholinergic receptor, muscarinic 3|-
00330|CHRM4|NM_000741.2|NP_000732.2|1132|118495|P08173|Cholinergic receptor, muscarnic 4|-
00331|CHRM5|NM_012125.2|NP_036257.1|1133|118496|P08912|Cholinergic receptor, muscarnic 5|-
00332|CHRNA2|NM_000742.1|NP_000733.1|1135|118502|Q15822|Cholinergic receptor neuronal nicotinic alpha polypeptide2|-
00333|CHRNA4|NM_000744.3|NP_000735.1|1137|118504|P43681|Cholinergic receptor, neuronal nicotinic, alpha polypeptide 4|NACRA4,
00334|CHRNA5|NM_000745.2|NP_000736.2|1138|118505|P30532|Cholinergic receptor neuronal nicotinic alpha polypeptide 5|NACHRA5,
00335|CHRNB2|NM_000748.2|NP_000739.1|1141|118507|P17787|Cholinergic receptor, neuronal nicotinic, beta polypeptide 2|-
00336|CHRNB3|NM_000749.3|NP_000740.1|1142|118508|Q05901|Cholinergic receptor neuronal nicotinic beta polypeptide 3|-
00337|CHRNB4|NM_000750.2|NP_000741.1|1143|118509|P30926|Cholinergic receptor neuronal nicotinic beta polypeptide 4|-
00338|CHRM1|NM_000738.2|NP_000729.2|1128|118510|P11229|Cholinergic receptor, muscarinic 1|-
00339|CHRNA7|NM_000746.3|NP_000737.1|1139|118511|P36544|Cholinergic receptor neuronal nicotinic alpha polypeptide 7|NACHRA7,
00340|VCAN|NM_004385.2|NP_004376.2|1462|118661|P13611|Versican|CSPG2,
00341|CHML|NM_001821.3|NP_001812.2|1122|118825|P26374|Choroidermia like|REP2,
00342|CGA|NM_000735.2|NP_000726.1|1081|118850|P01215|Chorionic gonadotropin, alpha chain|FSHA,
00343|CGB|NM_000737.2|NP_000728.1|1082|118860|P01233|Chorionic gonoadotropin, beta chain|CGB3,
00344|CTRL|NM_001907.1|NP_001898.1|1506|118888|P40313|Chymotrypsin like protease|CTRL1,
00345|CTRB1|NM_001906.4|NP_001897.4|1504|118890|P17538|Chymotrypsinogen A|CTRB,
00346|CMA1|NM_001836.2|NP_001827.1|1215|118938|P23946|Chymase 1|CYH,CYM,
00347|CNTF|NM_000614.2|NP_000605.1|1270|118945|P26441|Ciliary neurotrophic factor|-
00348|CNTFR|NM_001842.3|NP_001833.1|1271|118946|P26992|Clliary neurotrophic factor receptor|-
00349|CS|NM_004077.2|NP_004068.2|1431|118950|O75390|Citrate synthase|-
00350|CLTC|NM_004859.3|NP_004850.1|1213|118955|Q00610|Clathrin, heavy polypeptide|CLH17,CLTCL2,KIAA0034,
00351|CLTA|NM_007096.2|NP_009027.1|1211|118960|P09496|Clathrin light polypeptide A|-
00352|CLTB|NM_007097.2|NP_009028.1|1212|118970|P09497|Clathrin light polypeptide B|-
00353|SSFA2|NM_006751.4|NP_006742.2|6744|118990|P28290|Sperm specific antigen 2|CS1,KIAA1927,KRAP,
00354|COL4A3|NM_000091.3|NP_000082.2|1285|120070|Q01955|Collagen, type IV, alpha 3|-
00355|COL4A2|NM_001846.2|NP_001837.2|1284|120090|P08572|Collagen, type IV, alpha 2|-
00356|CLPS|NM_001832.2|NP_001823.1|1208|120105|P04118|Colipase pancreatic|-
00357|COL10A1|NM_000493.3|NP_000484.2|1300|120110|Q03692|Collagen, type X, alpha-1|-
00358|COL7A1|NM_000094.2|NP_000085.1|1294|120120|Q02388|Collagen, type VII, alpha 1|-
00359|COL4A1|NM_001845.4|NP_001836.2|1282|120130|P02462|Collagen, type IV, alpha 1|-
00360|COL4A4|NM_000092.4|NP_000083.3|1286|120131|P53420|Collagen, type IV, alpha 4|-
00361|COL2A1|NM_001844.4|NP_001835.3|1280|120140|P02458|Collagen, type II, alpha 1|-
00362|COL1A1|NM_000088.3|NP_000079.2|1277|120150|P02452|Collagen, type I, alpha 1|-
00363|COL1A2|NM_000089.3|NP_000080.2|1278|120160|P08123|Collagen, type I, alpha 2|-
00364|COL19A1|NM_001858.4|NP_001849.2|1310|120165|Q14993|Collagen, type XIX, alpha 1|-
00365|COL3A1|NM_000090.3|NP_000081.1|1281|120180|P02461|Collagen, type III, alpha 1|-
00366|COL5A2|NM_000393.3|NP_000384.2|1290|120190|P05997|Collagen, type V, alpha 2|-
00367|COL9A1|NM_001851.3|NP_001842.3|1297|120210|P20849|Collagen, type IX, alpha 1|-
00368|COL5A1|NM_000093.3|NP_000084.3|1289|120215|P20908|Collagen, type V, alpha 1|-
00369|COL5A3|NM_015719.3|NP_056534.2|50509|120216|P25940|Collagen type V alpha 3|-
00370|COL6A1|NM_001848.2|NP_001839.2|1291|120220|P12109|Collagen, type VI, alpha 1|-
00371|COL6A3|NM_004369.2|NP_004360.2|1293|120250|P12111|Collagen, type VI, alpha 3|-
00372|COL8A1|NM_001850.3|NP_001841.2|1295|120251|P27658|Collagen type VIII alpha 1|-
00373|COL9A2|NM_001852.3|NP_001843.1|1298|120260|Q14055|Collagen, type IX, alpha 2|-
00374|COL9A3|NM_001853.3|NP_001844.3|1299|120270|Q14050|Collagen, type IX, alpha 3|-
00375|COL11A1|NM_080629.2|NP_542196.2|1301|120280|P12107|Collagen, type XI, alpha 1|COLL6,
00376|COL11A2|NM_080680.2|NP_542411.2|1302|120290|P13942|Collagen type XI alpha 2|-
00377|COL12A1|NM_004370.5|NP_004361.3|1303|120320|Q99715|Collagen, type XII, alpha 1|COL12A1L,
00379|COL14A1|NM_021110.1|NP_066933.1|7373|120324|Q05707|Collagen, type XIV, alpha 1|UND,
00380|COL15A1|NM_001855.3|NP_001846.3|1306|120325|P39059|Collagen, type XV, alpha 1|-
00381|COL16A1|NM_001856.3|NP_001847.3|1307|120326|Q07092|Collagen, type XVI, alpha 1|-
00382|COL18A1|NM_030582.3|NP_085059.2|80781|120328|P39060|Collagen type XVIII alpha 1|-
00383|COL13A1|NM_005203.3|NP_005194.3|1305|120350|-|Collagen, type XIII, alpha 1|-
00384|MMP1|NM_002421.2|NP_002412.1|4312|120353|P03956|Matrix metalloproteinase 1|CLG,
00385|MMP8|NM_002424.1|NP_002415.1|4317|120355|P22894|Matrix metalloproteinase 8|CLG1,
00386|MMP2|NM_004530.2|NP_004521.1|4313|120360|P08253|Matrix metalloprotease 2|CLG4A,
00387|MMP9|NM_004994.2|NP_004985.2|4318|120361|P14780|Matrix metalloproteinase 9|CLG4B,
00389|MSH2|NM_000251.1|NP_000242.1|4436|609309|P43246|MSH2|-
00390|MLH1|NM_000249.2|NP_000240.1|4292|120436|P40692|DNA mismatch repair protein Mlh1|COCA2,
00391|DCC|NM_005215.2|NP_005206.2|1630|120470|P43146|DCC|-
00392|MME|NM_000902.3|NP_000893.2|4311|120520|P08473|Enkephalinase|EPN,
00393|C1QA|NM_015991.2|NP_057075.1|712|120550|P02745|Complement component C1q, A chain|-
00394|C1QB|NM_000491.3|NP_000482.3|713|120570|P02746|Complement component C1q, B chain|-
00395|C1QC|NM_172369.2|NP_758957.2|714|120575|P02747|Complement component C1q, C chain|C1QG,
00396|CD93|NM_012072.3|NP_036204.2|22918|120577|Q9NPY3|Complement component 1q receptor|C1QR1,MXRA4,
00397|C1S|NM_201442.1|NP_958850.1|716|120580|P09871|Complement component 1, subcomponent s|-
00398|CR1|NM_000651.4|NP_000642.3|1378|120620|P17927|Complement receptor 1|C3BR,
00399|CR2|NM_001006658.1|NP_001006659.1|1380|120650|P20023|Complement receptor 2|C3DR,
00400|C3|NM_000064.2|NP_000055.2|718|120700|P01024|Complement component 3|CPAMD1,
00401|C4A|NM_007293.2|NP_009224.2|720|120810|P0C0L4|Complement component 4A|CO4,CPAMD2,
00403|C4BPA|NM_000715.3|NP_000706.1|722|120830|P04003|Complement component 4 binding protein, alpha|C4BP,
00404|C4BPB|NM_000716.3|NP_000707.1|725|120831|P20851|Complement component 4 binding protein, beta|-
00405|C5|NM_001735.2|NP_001726.2|727|120900|P01031|Complement component 5|CPAMD4,
00406|CD46|NM_172359.1|NP_758869.1|4179|120920|P15529|CD46|MCP,MIC10,
00407|C8G|NM_000606.1|NP_000597.1|733|120930|P07360|Complement component C8 gamma|-
00408|C9|NM_001737.2|NP_001728.1|735|120940|P02748|Complement component 9|-
00409|C8A|NM_000562.1|NP_000553.1|731|120950|P07357|Complement component C8 alpha|-
00410|C8B|NM_000066.2|NP_000057.1|732|120960|P07358|Complement component C8 beta|-
00411|ITGAM|NM_000632.3|NP_000623.2|3684|120980|P11215|CD11b|CD11B,CR3A,
00412|CTGF|NM_001901.2|NP_001892.1|1490|121009|P29279|Connective tissue growth factor|CCN2,HCS24,IGFBP8,
00413|GJB2|NM_004004.4|NP_003995.2|2706|121011|P29033|Connexin 26|-
00414|GJA1|NM_000165.3|NP_000156.1|2697|121014|P17302|Gap junction protein, alpha 1, 43kDa|GJAL,
00415|GJA3|NM_021954.3|NP_068773.2|2700|121015|Q9Y6H8|Connexin 46|-
00416|FBN2|NM_001999.3|NP_001990.2|2201|121050|P35556|Fibrillin 2|-
00417|CPOX|NM_000097.4|NP_000088.3|1371|121300|P36551|Coproporphyrinogen oxidase|CPO,CPX,
00418|CBFB|NM_022845.2|NP_074036.1|865|121360|Q13951|Core binding factor, beta subunit|-
00419|SERPINA6|NM_001756.3|NP_001747.2|866|122500|P08185|Corticosteroid binding globulin|CBG,
00420|CYP2A6|NM_000762.4|NP_000753.2|1548|122720|P11509|Cytochrome P450, subfamily IIA, polypeptide 6|CYP2A3,
00421|MSX2|NM_002449.4|NP_002440.2|4488|123101|P35548|Msh homeobox 2|HOX8,
00422|CRP|NM_000567.2|NP_000558.2|1401|123260|P02741|C reactive protein|PTX1,
00423|CKB|NM_001823.3|NP_001814.2|1152|123280|P12277|Creatine kinase brain type|CKBB,
00424|CKMT1B|NM_020990.3|NP_066270.1|1159|123290|P12532|Creatine kinase mitochondrial|CKMT,CKMT,
00425|CKMT2|NM_001825.1|NP_001816.1|1160|123295|P17540|Creatine kinase sarcomeric mitochondrial|-
00426|CKM|NM_001824.2|NP_001815.2|1158|123310|P06732|Creatine kinase muscle type|CKMM,
00427|CRYAA|NM_000394.2|NP_000385.1|1409|123580|P02489|Crystallin, alpha A|CRYA1,HSPB4,
00428|CRYAB|NM_001885.1|NP_001876.1|1410|123590|P02511|Crystallin, alpha B|CRYA2,
00429|CRYBA1|NM_005208.3|NP_005199.2|1411|123610|P05813|Crystallin, beta A3|CRYB1,
00430|CRYBB2|NM_000496.2|NP_000487.1|1415|123620|P43320|Crystallin, beta B2|CRYB2,CRYB2A,
00431|CRYBB3|NM_004076.3|NP_004067.1|1417|123630|P26998|Crystallin beta B3|CRYB3,
00432|CRYBA4|NM_001886.1|NP_001877.1|1413|123631|P53673|Crystallin beta A4|-
00433|CRYGA|NM_014617.3|NP_055432.2|1418|123660|P11844|Crystallin gamma A|CRYG1,
00434|CRYGB|NM_005210.3|NP_005201.2|1419|123670|P07316|Crystallin gamma B|CRYG2,
00435|CRYGC|NM_020989.2|NP_066269.1|1420|123680|P07315|Crystallin, gamma C|CRYG3,
00436|CRYGD|NM_006891.2|NP_008822.2|1421|123690|P07320|Crystallin, gamma D|CRYG4,
00437|CRYZ|NM_001889.2|NP_001880.2|1429|123691|Q08257|Crystallin zeta|-
00438|PCYT1A|NM_005017.2|NP_005008.2|5130|123695|P49585|Phosphate cytidylyltransferase 1 choline alpha isoform|CTPCT,PCYT1,
00439|CRYGS|NM_017541.2|NP_060011.1|1427|123730|P22914|Crystallin gamma S|GRYG8,
00440|ATF1|NM_005171.3|NP_005162.1|466|123803|P18846|Activating transcription factor 1|-
00441|PDE3A|NM_000921.3|NP_000912.3|5139|123805|Q14432|Phosphodiesterase 3A, cGMP inhibited|-
00442|CREB1|NM_134442.2|NP_604391.1|1385|123810|P16220|Active transcription factor CREB|-
00443|ATF2|NM_001880.2|NP_001871.2|1386|123811|P15336|Activating transcription factor 2|CREB2,CREBP1,
00444|CREM|NM_181571.1|NP_853549.1|1390|123812|Q03060|cAMP response element modulator|-
00445|CNGA1|NM_000087.2|NP_000078.2|1259|123825|P29973|Cyclic nucleotide gated channel alpha 1|CNCG,CNCG1,
00446|CDK3|NM_001258.1|NP_001249.1|1018|123828|Q00526|Cyclin dependent kinase 3|-
00447|CDK4|NM_000075.2|NP_000066.1|1019|123829|P11802|Cyclin dependent kinase 4|-
00448|CNP|NM_033133.4|NP_149124.3|1267|123830|P09543|2`,3` cyclic nucleotide, 3`-phosphodiesterase|-
00449|CDK5|NM_004935.2|NP_004926.1|1020|123831|Q00535|Cyclin dependent kinase 5|-
00450|CDKN3|NM_005192.2|NP_005183.2|1033|123832|Q16667|Cyclin dependent kinase inhibitor 3|CDI1,CIP2,KAP,
00451|CCND2|NM_001759.2|NP_001750.1|894|123833|P30279|Cyclin D2|-
00452|CCND3|NM_001760.2|NP_001751.1|896|123834|P30281|Cyclin D3|-
00453|CCNA2|NM_001237.2|NP_001228.1|890|123835|P20248|Cyclin A2|CCN1,CCNA,
00454|CCNB1|NM_031966.2|NP_114172.1|891|123836|P14635|Cyclin B1|CCNB,
00455|CCNE1|NM_001238.1|NP_001229.1|898|123837|P24864|Cyclin E1|CCNE,
00456|CCNC|NM_005190.3|NP_005181.2|892|123838|P24863|Cyclin C|-
00457|PPIA|NM_021130.3|NP_066953.1|5478|123840|P62937|Cyclophilin A|CYPA,
00458|PPIB|NM_000942.4|NP_000933.1|5479|123841|P23284|Peptidyl prolyl isomerase B|CYPB,
00459|PPIC|NM_000943.4|NP_000934.1|5480|123842|P45877|Peptidyl prolyl isomerase C|CYPC,
00460|CST1|NM_001898.2|NP_001889.2|1469|123855|P01037|Cystatin SN|-
00461|CST2|NM_001322.2|NP_001313.1|1470|123856|P09228|Cystatin 2|-
00462|CST4|NM_001899.2|NP_001890.1|1472|123857|P01036|Cystatin 4|-
00463|CST5|NM_001900.4|NP_001891.2|1473|123858|P28325|Cystatin 5|-
00464|CARS|NM_001014437.1|NP_001014437.1|833|123859|P49589|Cysteinyl-tRNA synthetase|-
00465|CTPS|NM_001905.2|NP_001896.2|1503|123860|P17812|Cytidine 5-prime triphosphate synthetase|-
00466|COX4I1|NM_001861.2|NP_001852.1|1327|123864|P13073|Cytochrome c oxidase, subunit 4, isoform 1|COX4,
00467|COX5B|NM_001862.2|NP_001853.2|1329|123866|P10606|Cytochrome c oxidase, subunit 5b|-
00468|COX8A|NM_004074.2|NP_004065.1|1351|123870|P10176|Cytochrome c oxidase, subunit VIII|COX8,COX8L,
00469|CRIP1|NM_001311.3|NP_001302.1|1396|123875|P50238|Cysteine rich intestinal protein 1|CRIP,
00470|CSRP1|NM_004078.1|NP_004069.1|1465|123876|P21291|Cysteine and glycine rich protein 1|CSRP,CYRP,
00471|S100A8|NM_002964.3|NP_002955.2|6279|123885|P05109|S100 Calcium binding protein A8|CAGA,CFAG,MRP8,
00472|S100A9|NM_002965.3|NP_002956.1|6280|123886|P06702|S100 Calcium binding protein A9|CAGB,CFAG,MRP14,
00473|IL10RB|NM_000628.3|NP_000619.3|3588|123889|Q08334|Interleukin 10 receptor, beta|CRFB4,D21S58,D21S66,
00474|CTLA4|NM_005214.3|NP_005205.2|1493|123890|P16410|CD152|CD152,
00475|VIL2|NM_003379.3|NP_003370.2|7430|123900|P15311|Ezrin|-
00476|GZMB|NM_004131.3|NP_004122.1|3002|123910|P10144|Granzyme B|CGL1,CSPB,CTLA1,GRB,
00477|CYP2B6|NM_000767.4|NP_000758.1|1555|123930|P20813|Cytochrome P450, subfamily IIB, polypeptide 6|-
00478|KRT4|NM_002272.2|NP_002263.2|3851|123940|P19013|Keratin 4|CYK4,
00479|CYCS|NM_018947.4|NP_061820.1|54205|123970|P99999|Cytochrome C|CYC,
00480|CYC1|NM_001916.3|NP_001907.2|1537|123980|P08574|Cytochrome C1|-
00481|COX7A1|NM_001864.2|NP_001855.1|1346|123995|P24310|Cytochrome c oxidase, subunit VIIa, polypeptide 1|COX7AH,
00482|COX7A2|NM_001865.2|NP_001856.1|1347|123996|P14406|Cytochrome c oxidase, subunit VIIa, polypeptide 2|COX7AL,
00484|CYP3A4|NM_017460.3|NP_059488.2|1576|124010|P05184|Cytochrome, subfamily IIIA, polypeptide 4|CYP3A3,
00485|POR|NM_000941.2|NP_000932.3|5447|124015|P16435|Cytochrome P-450 reductase|CYPOR,
00486|CYP2C19|NM_000769.1|NP_000760.1|1557|124020|P33261|Cytochrome P450, subfamily IIC, polypeptide 19|-
00487|CYP2D6|NM_000106.4|NP_000097.2|1565|124030|P10635|Cytochrome P450, subfamily IID|CYP2DL1,
00488|CYP19A1|NM_000103.2|NP_000094.2|1588|107910|P11511|Cytochrome P450, subfamily XIX|ARO1,CYAR,CYP19,
00489|CYP1A2|NM_000761.3|NP_000752.2|1544|124060|P05177|Cytochrome P450 1A2|-
00490|CYP2F1|NM_000774.3|NP_000765.2|1572|124070|P24903|Cytochrome P450, subfamily IIF, polypeptide 1|-
00491|CYP4B1|NM_000779.2|NP_000770.1|1580|124075|P13584|Cytochrome P450, subfamily IVB, member 1|-
00492|CYP11B2|NM_000498.3|NP_000489.3|1585|124080|P19099|Cytochrome P450 subfamily XIB polypeptide 2|-
00493|COX6B1|NM_001863.3|NP_001854.1|1340|124089|P14854|Cytochrome c oxidase subunit VI b|COX6B,
00494|COX6C|NM_004374.2|NP_004365.1|1345|124090|P09669|Cytochrome c oxidase, subunit VIc|-
00495|IL10|NM_000572.2|NP_000563.1|3586|124092|P22301|Interleukin 10|-
00496|CSK|NM_004383.1|NP_004374.1|1445|124095|P41240|Csk|-
00497|DBP|NM_001352.2|NP_001343.2|1628|124097|Q10586|Transcription factor DBP|-
00498|DDO|NM_003649.2|NP_003640.2|8528|124450|Q99489|D-Aspartate oxidase|-
00499|DEFA1|NM_004084.2|NP_004075.1|1667|125220|P59665|Defensin, alpha 1|DEF1,DEFA2,MRS,
00500|CD55|NM_000574.2|NP_000565.1|1604|125240|P08174|Cromer blood group antigen|CR,DAF,
00501|DCN|NM_001920.3|NP_001911.1|1634|125255|P07585|Decorin|SLRR1B,
00502|SULT2A1|NM_003167.2|NP_003158.2|6822|125263|Q06520|DHEA sulphotransferase|HST,STD,
00503|DEK|NM_003472.3|NP_003463.1|7913|125264|P35659|DEK Oncogene|-
00504|ALAD|NM_001003945.1|NP_001003945.1|210|125270|P13716|Delta aminolevulinate dehydratase|-
00505|ALAS1|NM_000688.4|NP_000679.1|211|125290|P13196|Aminolevulinate, delta-, synthase 1|ALAS3,ALASH,
00506|EPB49|NM_001978.1|NP_001969.1|2039|125305|Q08495|Dematin|DMT,
00507|DCK|NM_000788.1|NP_000779.1|1633|125450|P27707|Deoxycytidine kinase|-
00508|DSPP|NM_014208.3|NP_055023.2|1834|125485|Q9NZW4|Dentin sialophosphoprotein|-
00509|DNASE1|NM_005223.3|NP_005214.2|1773|125505|P24855|Deoxyribonuclease I|DNL1,DRNI,
00510|DPT|NM_001937.3|NP_001928.2|1805|125597|Q07507|Dermatopontin|-
00511|DSC1|NM_024421.1|NP_077739.1|1823|125643|Q08554|Desmocollin 1|CDHF1,
00512|DSC2|NM_024422.2|NP_077740.1|1824|125645|Q02487|Desmocollin 2|CDHF2,DSC3,
00513|DSP|NM_004415.2|NP_004406.2|1832|125647|P15924|Desmoplakin I|-
00514|DES|NM_001927.3|NP_001918.3|1674|125660|P17661|Desmin|-
00515|DSG1|NM_001942.2|NP_001933.2|1828|125670|Q02413|Desmoglein 1|CDHF4,
00516|DSG2|NM_001943.2|NP_001934.2|1829|125671|Q14126|Desmoglein 2|CDHF5,
00517|DGKA|NM_201444.2|NP_958852.1|1606|125855|P23743|Diacylglycerol kinase, alpha|DAGK,DAGK1,
00518|NQO1|NM_000903.2|NP_000894.1|1728|125860|P15559|NAD(P)H dehydrogenase, quinone 1|DIA4,NMOR1,
00519|DHFR|NM_000791.3|NP_000782.1|1719|126060|P00374|Dihydrofolate reductase|-
00520|DLST|NM_001933.3|NP_001924.2|1743|126063|P36957|Dihydrolipoamide s-succinyl transferase|DLTS,
00521|DHODH|NM_001361.3|NP_001352.2|1723|126064|Q02127|Dihydroorotate dehydrogenase|-
